PRODUCT DESCRIPTION,IMPORTER,IMPORTER ENTITY,SHIPPER,ARRIVAL DATE,GROSS WEIGHT (LB),GROSS WEIGHT (KG),FOREIGN PORT,US PORT,VESSEL NAME,COUNTRY OF ORIGIN,MARKS &AMP; NUMBERS,CONSIGNEE ADDRESS,SHIPPER ADDRESS,ZIP CODE,NO. OF CONTAINERS,CONTAINER NUMBER,CONTAINER TYPE,QUANTITY,QUANTITY UNIT,MEASUREMENT,MEASUREMENT UNIT,BILL OF LADING,HOUSE VS MASTER,MASTER B/L,VOYAGE NUMBER,SEAL,SHIP REGISTERED IN,IN-BOND ENTRY TYPE,CARRIER CODE,CARRIER NAME,CARRIER CITY,CARRIER STATE,CARRIER ZIP,CARRIER ADDRESS,NOTIFY PARTY,NOTIFY ADDRESS,PLACE OF RECEIPT,SHIPPER_CLEANED,YEAR,IMPORTER_CLEANED,IMPORTER_COUNTRY
GREENHEART PILES 35- - 37-,DURABLE WOOD PRODUCTS, ,DURABLE WOOD PRODUCTS,2011-03-16 00:00:00,34826,15830,Point Lisas,"West Palm Beach, Florida",TROPIC CARIBE,Trinidad,TCKU9056742,8004 NW 154 STREET #198 MIAMI LAKES FL 33016 US,81 STONE AVE SECTION M GEORGETOWN GY,33016,1,TCKU9056742,45G0,22,PCS,0, ,TSCW9880048, , ,247,32808990,SAINT VINCENT AND THE GRENADINES,00 - Consumption Category,TSCW,TROPICAL SHIPPING & CONSTRUCTION CO,WEST PALM BEACH,FL,33404-6920,5 EAST 11TH STREET, , ,"GEORGETOWN,DEMERA",Durable Wood Products Inc.,2011,DURABLE WOOD PRODUCTS USA INC.,United States
"63 PIECE3' X 6' - 9.6' - 2363 PIECES / 3 BUNDLEGREENHEART LUMBER R/1,283 BM","DURABLE WOOD PRODUCTS USA, INC.", ,DURABLE WOOD PRODUCTS ENTERPRISES,2011-01-07 00:00:00,7700,3500,Demerara,"Savannah, Georgia",BALTIC SEA,Guyana,PO# 202 YELLOW ENDS /DWP / PO# 2027 IN BLACK MARKS,"8004 NW 154 STREET, #198 MIAMI LAKES, FLORIDA 33016 USA","81 STONE AVENUE SECTION M, CAMPBELLVILLE GEORGETOWN, GUYANA",33016,1,NC, ,3,BNDLS,0, ,SOAI019GEOSAV008, , ,19, ,NORWAY,00 - Consumption Category,SOAI,SOREIDOM,LE ROBERT, ,97231,Z1 ROBERT,"DURABLE WOOD PRODUCTS USA, INC.", ,GEORGETOWN,Durable Wood Products Inc.,2011,DURABLE WOOD PRODUCTS USA INC.,United States
"200 PIECES-12- (4' DIAMWALLABA POST3200 BM / 8 BUNDLES1X40 CONTR SLAC,566 CTNS OF LADIES WOVENPANTS. FREIGHT COLLECT1X40 CONTR SLAC, 10461 PCE GOH OF LADIESWOVEN PANTS. FREIGHT COLLECT","DURABLE WOOD PRODUCTS USA, INC.TO THE ORDER OF BANK OF NOVA SCOTIATO THE ORDER OF BANK OF NOVA SCOTIA", ,DURABLE WOOD PRODUCTS ENTERPRISESINTERNATIONAL BRITISH GARMENTS COLTINTERNATIONAL BRITISH GARMENTS CO,2011-01-07 00:00:00,19206,8730,Demerara,"Savannah, Georgia",BALTIC SEA,Guyana,PO# 201 YELLOW ENDS/DWP/PO# 2011 IN BLACK MARKS NO MKS & NO NOS NO MKS & NO NOS,"8004 NW 154 STREET, #198 300 PORTAGE AVENUE WINNIPEG MANITOB200 PORTAGE AVENUE WINNIPEG MANITOB MIAMI LAKES, FLORIDA 33016 A CANADA R3C 2R7. CANADA R3C 2R7 USA","81 STONE AVENUE PO BOX:96,AD-DULAYL INDUSTRIAL PARKLTD PO BOX:96 AD-DULAYL INDUSTRIAL SECTION M, CAMPBELLVILLE QIZ# 13136, AL ZARQA JORDAN. PARK QIZ#13136 AL ZARQA JORDAN GEORGETOWN, GUYANA",33016,9,NC ZIMUGEZIM ONTA 66CTN 0000001 0010SSPH ZCSU8317373 ZIMUGEZIM ONTA 61PCE 0000000 0010SSPH TGHU7972784,0000 0010 4500 0000 0010 4500,8,BNDLS,0, ,SOAI019GEOSAV007, , ,19,RIO 7W 4601110110 6902LB000000000 00 SHEIH HUSS 1121306// RIO 7W 4601110110 9225LB000000000 00 SHEIH HUSS 1121868//,NORWAY,00 - Consumption Category,SOAI,SOREIDOM,LE ROBERT, ,97231,Z1 ROBERT,"DURABLE WOOD PRODUCTS USA, INC.NYAGRD INTERNATIONAL LTDNYGARD INTERNATIONAL LTD", ,GEORGETOWN,Durable Wood Products Inc.,2011,DURABLE WOOD PRODUCTS USA INC.,United States
18- - 32- (12' - 14' DIAMGREENHEART PILE883 L,"DURABLE WOOD PRODUCTS USA, INC.", ,DURABLE WOOD PRODUCTS ENTERPRISES,2011-01-03 00:00:00,35002,15910,Demerara,"Philadelphia, Pennsylvania",BALTIC SEA,Guyana,PO # 2019 YELLOW ENDS / DWP / PLC PO # 2019 IN BLACK MARKS,"8004 NW 154 STREET, #198 MIAMI LAKES, FLORIDA 33016 USA","81 STONE AVENUE SECTION M, CAMPBELLVILLE GEORGETOWN, GUYANA",33016,1,NC, ,36,PCS,0, ,SOAI019GEOGLO009, , ,19, ,NORWAY,00 - Consumption Category,SOAI,SOREIDOM,LE ROBERT, ,97231,Z1 ROBERT,"DURABLE WOOD PRODUCTS USA, INC.", ,GEORGETOWN,Durable Wood Products Inc.,2011,DURABLE WOOD PRODUCTS USA INC.,United States
"12' X 12' - 12--1834 PIECES / 17 BUNDLESGREENHEART LUMBER R/6,000 BM","DURABLE WOOD PRODUCTS USA, INC.", ,DURABLE WOOD PRODUCTS ENTERPRISES,2011-01-03 00:00:00,35992,16360,Demerara,"Philadelphia, Pennsylvania",BALTIC SEA,Guyana,PO# 202 YELLOW ENDS / DWP / BW PO#2029 IN BLACK MARKS,"8004 NW 154 STREET, #198 MIAMI LAKES, FLORIDA 33016 USA","81 STONE AVENUE SECTION M, CAMPBELLVILLE GEORGETOWN, GUYANA",33016,1,NC, ,17,BNDLS,0, ,SOAI019GEOGLO010, , ,19, ,NORWAY,00 - Consumption Category,SOAI,SOREIDOM,LE ROBERT, ,97231,Z1 ROBERT,"DURABLE WOOD PRODUCTS USA, INC.", ,GEORGETOWN,Durable Wood Products Inc.,2011,DURABLE WOOD PRODUCTS USA INC.,United States
"PIECES 80- - 82- / 243 LFGREENHEART PILESPIECES 27- - 44- / 1,245 LGREENHEART PILESPIECES 45- - 75- / 10,022 LGREENHEART PILES","DURABLE WOOD PRODUCTS USA, INC.", ,DURABLE WOOD PRODUCTS ENT,2011-01-03 00:00:00,559438,254290,Demerara,"Philadelphia, Pennsylvania",BALTIC SEA,Guyana,PO# 203 YELLOW ENDS / DWP / BW / PO# 2030 IN BLACK MA RKS,"8004 NW 154 STREET, #198 MIAMI LAKES, FLORIDA 33016 USA","81 STONE AVENUE, SECTION M CAMPBELLVILLE GEORGETOWN, GUYANA",33016,1,NC, ,217,PCS,0, ,SOAI019GEOGLO011, , ,19, ,NORWAY,00 - Consumption Category,SOAI,SOREIDOM,LE ROBERT, ,97231,Z1 ROBERT,"DURABLE WOOD PRODUCTS USA, INC.", ,GEORGETOWN,Durable Wood Products Inc.,2011,DURABLE WOOD PRODUCTS USA INC.,United States
GREENHEART PILES 39-YELLOW ENDS,DURABLE WOOD PRODUCTS, ,DURABLE WOOD PRODUCTS,2010-11-10 00:00:00,36280,16491,Point Lisas,"West Palm Beach, Florida",TROPIC CARIBE,Trinidad,TTRU4836795,8004 NW 154 STREET #198 MIAMI LAKES FL 33016 US,81 STONE AVENUE SECTION M GEORGETOWN GY,33016,1,TTRU4836795,45G0,20,PCS,0, ,TSCW9734348, , ,238,3235656,SAINT VINCENT AND THE GRENADINES,00 - Consumption Category,TSCW,TROPICAL SHIPPING & CONSTRUCTION CO,WEST PALM BEACH,FL,33404-6920,5 EAST 11TH STREET, , ,"GEORGETOWN,DEMERA",Durable Wood Products Inc.,2010,DURABLE WOOD PRODUCTS USA INC.,United States
50--52-(12'-14'GREENHEART PILE725 LINEAL FEET,"DURABLE WOOD PRODUCTS USA, INC.", ,DURABLE WOOD PRODUCTS ENT,2010-11-09 00:00:00,30162,13710,Demerara,"Philadelphia, Pennsylvania",BALTIC SEA,Guyana,YELLOW ENDS/DW MCM BLACK MARK PO # 2015,"8004 NW 154 STREET, #198 MIAMI LAKES, FLORIDA 33016 USA","81 STONE AVENUE, SECTION M CAMPBELLVILLE GEORGETOWN, GUYANA",33016,1,NC, ,14,PCS,12,CM,SOAI009GEOGLO009, , ,910, ,NORWAY,00 - Consumption Category,SOAI,SOREIDOM,LE ROBERT, ,97231,Z1 ROBERT,"DURABLE WOOD PRODUCTS USA, INC.", ,GEORGETOWN,Durable Wood Products Inc.,2010,DURABLE WOOD PRODUCTS USA INC.,United States
"48- - 54' (12' - 14'GREENHEART PILES1,002 LINEAL FEET","DURABLE WOOD PRODUCTS USA, INC.", ,DURABLE WOOD PRODUCTS ENT,2010-11-09 00:00:00,37928,17240,Demerara,"Philadelphia, Pennsylvania",BALTIC SEA,Guyana,YELLOW ENDS / DW MCM BLACK MARK PO # 2024,"8004 NW 154 STREET, #198 MIAMI LAKES, FLORIDA 33016 USA","81 STONE AVENUE, SECTION M CAMPBELLVILLE GEORGETOWN, GUYANA",33016,1,NC, ,20,PCS,0, ,SOAI009GEOGLO010, , ,910, ,NORWAY,00 - Consumption Category,SOAI,SOREIDOM,LE ROBERT, ,97231,Z1 ROBERT,"DURABLE WOOD PRODUCTS USA, INC.", ,GEORGETOWN,Durable Wood Products Inc.,2010,DURABLE WOOD PRODUCTS USA INC.,United States
"45--47- (12'-16'GREENHEART PILE12,370 LINEAL FEET","DURABLE WOOD PRODUCTS USA, INC.", ,DURABLE WOOD PRODUCTS ENT,2010-11-09 00:00:00,513546,233430,Demerara,"Philadelphia, Pennsylvania",BALTIC SEA,Guyana,YELLOW ENDS / DW BW BLACK MARK PO # 2012,"8004 NW 154 STREET, #198 MIAMI LAKES, FLORIDA 33016 USA","81 STONE AVENUE, SECTION M CAMPBELLVILLE GEORGETOWN, GUYANA",33016,1,NC, ,269,PCS,202,CM,SOAI009GEOGLO008, , ,910, ,NORWAY,00 - Consumption Category,SOAI,SOREIDOM,LE ROBERT, ,97231,Z1 ROBERT,"DURABLE WOOD PRODUCTS USA, INC.", ,GEORGETOWN,Durable Wood Products Inc.,2010,DURABLE WOOD PRODUCTS USA INC.,United States
GREENHEART PILES 39-YELLOW ENDS,DURABLE WOOD PRODUCTS, ,DURABLE WOOD PRODUCTS,2010-10-20 00:00:00,55915,25416,Point Lisas,"West Palm Beach, Florida",TROPIC UNITY,Trinidad,TTRU4836687,8004 NW 154 STREET #198 MIAMI LAKES FL 33016 US,81 STONE AVENUE SECTION M GEORGETOWN GY,33016,1,TTRU4836687,45G0,20,PCS,0, ,TSCW9549718, , ,225,3227334,SAINT VINCENT AND THE GRENADINES,00 - Consumption Category,TSCW,TROPICAL SHIPPING & CONSTRUCTION CO,WEST PALM BEACH,FL,33404-6920,5 EAST 11TH STREET, , ,"GEORGETOWN,DEMERA",Durable Wood Products Inc.,2010,DURABLE WOOD PRODUCTS USA INC.,United States
PIECES 16--18-(12'-14'GREENHEART PILES 352 352 LF,"DURABLE WOOD PRODUCTS USA, INC.", ,DURABLE WOOD PRODUCTS ENTERPRISES,2010-08-24 00:00:00,15620,7100,Demerara,"Savannah, Georgia",BALTIC SEA,Guyana,PURCHASE ORDER #199 YELLOW END /DWP/TM BLACK MARKS,"8004 NW 154 STREET, #198 MIAMI LAKES, FLORIDA 33016 USA","81 STONE AVENUE SECTION M, CAMPBELLVILLE GEORGETOWN, GUYANA",33016,1,NC, ,20,PCS,0, ,SOAI001GEOSAV008, , ,1007, ,NORWAY,00 - Consumption Category,SOAI,SOREIDOM,LE ROBERT, ,97231,Z1 ROBERT,"DURABLE WOOD PRODUCTS USA, INC.", ,GEORGETOWN,Durable Wood Products Inc.,2010,DURABLE WOOD PRODUCTS USA INC.,United States
GREENHEART LUMBER R/S 167 BBUNDLE#1 10 PCS 4'X5'X10-,"DURABLE WOOD PRODUCTS USA, INC.", ,DURABLE WOOD PRODUCTS ENTERPRISES,2010-08-24 00:00:00,1012,460,Demerara,"Savannah, Georgia",BALTIC SEA,Guyana,PURCHASE ORDER#200 YELLOW END / DWP BLACK MARKS,"8004 NW 154 STREET, #198 MIAMI LAKES, FLORIDA 33016 USA","81 STONE AVENUE SECTION M, CAMPBELLVILLE GEORGETOWN, GUYANA",33016,1,NC, ,1,BNDLS,0, ,SOAI001GEOSAV009, , ,1007, ,NORWAY,00 - Consumption Category,SOAI,SOREIDOM,LE ROBERT, ,97231,Z1 ROBERT,"DURABLE WOOD PRODUCTS USA, INC.", ,GEORGETOWN,Durable Wood Products Inc.,2010,DURABLE WOOD PRODUCTS USA INC.,United States
26--37-(12' - 14')GREENHEART PILES 1218 LF,"DURABLE WOOD PRODUCTS USA, INC.", ,DURABLE WOOD PRODUCTS ENTERPRISES,2010-08-16 00:00:00,48807,22185,Demerara,"Philadelphia, Pennsylvania",BALTIC SEA,Guyana,PURCHASE ORDER #198 YELLOW END /DWP/TM BLACK MARKS,"8004 NW 154 STREET, #198 MIAMI LAKES, FLORIDA 33016 USA","81 STONE AVENUE SECTION M, CAMPBELLVILLE GEORGETOWN, GUYANA",33016,1,NC, ,40,PCS,0, ,SOAI001GEOGLO010, , ,1007, ,NORWAY,00 - Consumption Category,SOAI,SOREIDOM,LE ROBERT, ,97231,Z1 ROBERT,"DURABLE WOOD PRODUCTS USA, INC.", ,GEORGETOWN,Durable Wood Products Inc.,2010,DURABLE WOOD PRODUCTS USA INC.,United States
108 PCS GREENHEART LUMBER R/S 4092 BMBDL #1-5 17 PCS - 10'X10'X18-BDL #5 1 PC - 6' X8'X 20-BDL #6 25 PCS - 2'X6'X10-BDL #7 25 PCS - 2'X6'X10- & 12-BDL #8 6 PCS - 2'X12'X12- & 20-BDL #9 26 PCS - 2'X10'X8-BDL #10 8 PCS - 3'X12'X16--,"DURABLE WOOD PRODUCTS USA, INC.", ,DURABLE WOOD PRODUCTS ENTERPRISES,2010-08-16 00:00:00,24552,11160,Demerara,"Philadelphia, Pennsylvania",BALTIC SEA,Guyana,PURCHASE ORDER#199 YELLOW END /DWP BLACK MARKS,"8004 NW 154 STREET, #198 MIAMI LAKES, FLORIDA 33016 USA","81 STONE AVENUE SECTION M, CAMPBELLVILLE GEORGETOWN, GUYANA",33016,1,NC, ,10,BNDLS,0, ,SOAI001GEOGLO011, , ,1007, ,NORWAY,00 - Consumption Category,SOAI,SOREIDOM,LE ROBERT, ,97231,Z1 ROBERT,"DURABLE WOOD PRODUCTS USA, INC.", ,GEORGETOWN,Durable Wood Products Inc.,2010,DURABLE WOOD PRODUCTS USA INC.,United States
15 PCSGREENHEART LUMBER S4S 285 BMBUNDLE #1 15 PCS 1-1/2' X 9 - 1/2' X 16-,"DURABLE WOOD PRODUCTS USA, INC.", ,DURABLE WOOD PRODUCTS ENTERPRISES,2010-08-16 00:00:00,1716,780,Demerara,"Philadelphia, Pennsylvania",BALTIC SEA,Guyana,PURCHASE ORDER #199 YELLOW END /DWP BLACK MARKS,"8004 NW 154 STREET, #198 MIAMI LAKES, FLORIDA 33016 USA","81 STONE AVENUE SECTION M, CAMPBELLVILLE GEORGETOWN, GUYANA",33016,1,NC, ,1,BNDLS,0, ,SOAI001GEOGLO012, , ,1007, ,NORWAY,00 - Consumption Category,SOAI,SOREIDOM,LE ROBERT, ,97231,Z1 ROBERT,"DURABLE WOOD PRODUCTS USA, INC.", ,GEORGETOWN,Durable Wood Products Inc.,2010,DURABLE WOOD PRODUCTS USA INC.,United States
69 PCSPURPLEHEART LUMBER R/S 970 BMBUNDLE #1 20 PCS - 5/4'X4'X12-BUNDLE #2 25 PCS - 5/4'X4'X13-BUNDLE #3 9 PCS - 4'X8'X12-BUNDLE #4 11PCS - 4'X8'X12-BUNDLE #4 1PC - 5/4'X6'X13-BUNDLE #5 3PCS - 3'X12'X8- & 13-,"DURABLE WOOD PRODUCTS USA, INC.", ,DURABLE WOOD PRODUCTS ENTERPRISES,2010-08-16 00:00:00,5830,2650,Demerara,"Philadelphia, Pennsylvania",BALTIC SEA,Guyana,PURCHASE ORDER#199 YELLOW END / DWP / BLACK MARKS,"8004 NW 154 STREET, #198 MIAMI LAKES, FLORIDA 33016 USA","81 STONE AVENUE SECTION M, CAMPBELLVILLE GEORGETOWN, GUYANA",33016,1,NC, ,5,BNDLS,0, ,SOAI001GEOGLO013, , ,1007, ,NORWAY,00 - Consumption Category,SOAI,SOREIDOM,LE ROBERT, ,97231,Z1 ROBERT,"DURABLE WOOD PRODUCTS USA, INC.", ,GEORGETOWN,Durable Wood Products Inc.,2010,DURABLE WOOD PRODUCTS USA INC.,United States
"GREEN HEART PILES10PCS X 60 FT, 8PCS X 69 FT, 30PCSX70FT & 23 PCS X72 FTBUTT - 39 TO 60INSTIP - 22 TO 44 INS","DURABLE WOOD PRODUCTS USA, INC.", ,DURABLE WOOD PRODUCTS ENT.,2010-06-26 00:00:00,317810,144459,Demerara,"Houston, Texas",JANNIE C,Guyana,NM,8004 NW 154 STREET #198 MIAMI LAKES TEL: 305 828 43 FL 33016,"81 STONE AVENUE SECTION M CAMPBELLVILLE GEORGETOWN, GUY",33016,1,NC, ,86,PCS,0,CM,ASTSGTHO10417001, , ,1063, ,UNITED KINGDOM,00 - Consumption Category,ASTS,ASSOCIATED TRANSPORT LINE LLC,HOUSTON,TX,77060,16801 GREENSPOINT PARK DR STE 225,"DURABLE WOOD PRODUCTS USA, INC.", ,"GEORGETOWN, GUYAN",Durable Wood Products Inc.,2010,DURABLE WOOD PRODUCTS USA INC.,United States
GREENHEART PILES 39-,DURABLE WOOD PRODUCTS, ,DURABLE WOOD PRODUCTS,2010-06-23 00:00:00,53698,24408,Point Lisas,"West Palm Beach, Florida",TROPIC CARIBE,Trinidad,SCZU4835139,8004 NW 154 STREET #198 MIAMI LAKES FL 33016 US,81 STONE AVENUE SECTION M GEORGETOWN GY,33016,1,SCZU4835139,42P1,20,PCS,0, ,TSCW9601136, , ,228,NA NA,SAINT VINCENT AND THE GRENADINES,00 - Consumption Category,TSCW,TROPICAL SHIPPING & CONSTRUCTION CO,WEST PALM BEACH,FL,33404-6920,5 EAST 11TH STREET, , ,"GEORGETOWN,DEMERA",Durable Wood Products Inc.,2010,DURABLE WOOD PRODUCTS USA INC.,United States
GREENHEART PILES 39-,DURABLE WOOD PRODUCTS, ,DURABLE WOOD PRODUCTS,2010-06-09 00:00:00,56032,25469,Point Lisas,"West Palm Beach, Florida",TROPIC CARIBE,Trinidad,GESU7552990,8004 NW 154 STREET #198 MIAMI LAKES FL 33016 US,81 STONE AVENUE SECTION M GEORGETOWN GY,33016,1,GESU7552990,42P1,20,PCS,0, ,TSCW9570666, , ,227,NA NA,SAINT VINCENT AND THE GRENADINES,00 - Consumption Category,TSCW,TROPICAL SHIPPING & CONSTRUCTION CO,WEST PALM BEACH,FL,33404-6920,5 EAST 11TH STREET, , ,"GEORGETOWN,DEMERA",Durable Wood Products Inc.,2010,DURABLE WOOD PRODUCTS USA INC.,United States
GREENHEART PILES 39-,DURABLE WOOD PRODUCTS, ,DURABLE WOOD PRODUCTS,2010-05-20 00:00:00,55913,25415,Bridgetown,"West Palm Beach, Florida",MICHAEL J,Barbados,GESU7568229,8004 NW 154 STREET #198 MIAMI LAKES FL 33016 US,81 STONE AVENUE SECTION M GEORGETOWN GY,33016,1,GESU7568229,42P1,20,PCS,0, ,TSCW9559989, , ,4,NA NA,ANTIGUA AND BARBUDA,00 - Consumption Category,TSCW,TROPICAL SHIPPING & CONSTRUCTION CO,WEST PALM BEACH,FL,33404-6920,5 EAST 11TH STREET, , ,"GEORGETOWN,DEMERA",Durable Wood Products Inc.,2010,DURABLE WOOD PRODUCTS USA INC.,United States
GREENHEART PILES 39-GREENHEART PILESGREENHEART PILES 39-,DURABLE WOOD PRODUCTS, ,DURABLE WOOD PRODUCTS,2010-05-12 00:00:00,168093,76406,Point Lisas,"West Palm Beach, Florida",TROPIC CARIBE,Trinidad,GESU7565934 SCZU4815235 TRLU6002121,8004 NW 154 STREET #198 MIAMI LAKES FL 33016 US,81 STONE AVENUE SECTION M GEORGETOWN GY,33016,3,GESU7565934 SCZU4815235 TRLU6002121,42P1 42P1 42P1,60,PCS,0, ,TSCW9551473, , ,225,NA NA NA NA NA NA,SAINT VINCENT AND THE GRENADINES,00 - Consumption Category,TSCW,TROPICAL SHIPPING & CONSTRUCTION CO,WEST PALM BEACH,FL,33404-6920,5 EAST 11TH STREET, , ,"GEORGETOWN,DEMERA",Durable Wood Products Inc.,2010,DURABLE WOOD PRODUCTS USA INC.,United States
GREEN HEART PILES68- - 70- L X 14' - 16' D,DURABLE WOOD PRODUCTS USA INC., ,DURABLE WOOD PRODUCTS ENT.,2010-04-11 00:00:00,35702,16228,Demerara,"Houston, Texas",KIRSTEN K,Guyana,BOOKING #GTHO10105,8004 NW 154 STREET #198 MIAMI LAKESFL 33016 1 305 828 4390,81 STONE AVENUE SECTION M CAMPBELLVILLE G,0,1,NC, ,7,PCS,0,CM,ASTSGTHO10105002, , ,1023, ,ANTIGUA AND BARBUDA,00 - Consumption Category,ASTS,ASSOCIATED TRANSPORT LINE LLC,HOUSTON,TX,77060,16801 GREENSPOINT PARK DR STE 225, , ,GEORGETOWN,Durable Wood Products Inc.,2010,DURABLE WOOD PRODUCTS USA INC.,United States
MORA TIES,ALTERNATE CONCEPTS INC.,ALTERNATE CONCEPTS INC,DURABLE WOOD PRODUCTS,2009-11-27 00:00:00,55255,25116,"Christiansted, St. Croix","San Juan, Puerto Rico",TROPIC LURE,US Virgin Is,SCZU4811559,BUILDING 24 ROAD 21 GUAYNABO PR 00966 US,81 STONE AVENUE SECTION M GEORGETOWN GY,966,1,SCZU4811559,42P1,150,PCS,0, ,TSCW9341700, , ,883,NA NA,SAINT VINCENT AND THE GRENADINES,00 - Consumption Category,TSCW,TROPICAL SHIPPING & CONSTRUCTION CO,WEST PALM BEACH,FL,33404-6920,5 EAST 11TH STREET, , ,"GEORGETOWN,DEMERA",Durable Wood Products Inc.,2009,ALTERNATE CONCEPTS INC.,United States
GREENHEART PILES,"DURABLE WOOD PRODUCTS USA, INC", ,DURABLE WOOD PRODUCTS ENT,2009-11-15 00:00:00,55125,25000,Demerara,"Philadelphia, Pennsylvania",CAPRI,Guyana,YELLOW ENDS PO# 1945,"8004 NW 154TH STREET #198 MIAMI LAKES, FL 33016","81 STONE AVENUE, SECTION M C/VILLE, GEORGETOWN, GUYANA",33016,1,NC, ,16,PCS,0, ,SOAIGEOGLO713002, , ,713, ,ANTIGUA AND BARBUDA,00 - Consumption Category,SOAI,SOREIDOM,LE ROBERT, ,97231,Z1 ROBERT,"DURABLE WOOD PRODUCTS USA, INC", ,GEORGETOWN,Durable Wood Products Inc.,2009,DURABLE WOOD PRODUCTS USA INC.,United States
GREENHEART R/S LUMBER,"DURABLE WOOD PRODUCTS USA, INC", ,DURABLE WOOD PRODUCTS ENT,2009-11-15 00:00:00,6615,3000,Demerara,"Philadelphia, Pennsylvania",CAPRI,Guyana,YELLOW ENDS PO# 1960,"8004 NW 154TH STREET #198 MIAMI LAKES, FL 33016","81 STONE AVENUE, SECTION M C/VILLE, GEORGETOWN, GUYANA",33016,1,NC, ,8,PCS,0, ,SOAIGEOGLO713003, , ,713, ,ANTIGUA AND BARBUDA,00 - Consumption Category,SOAI,SOREIDOM,LE ROBERT, ,97231,Z1 ROBERT,"DURABLE WOOD PRODUCTS USA, INC", ,GEORGETOWN,Durable Wood Products Inc.,2009,DURABLE WOOD PRODUCTS USA INC.,United States
KAKARALLI PILES 25- - 27- - RED ENDS/PO1159,WGM INTERNATIONAL FOREST PRODUCTS,WGM INTERNATIONAL FOREST PRODUCTS,DURABLE WOOD PRODUCTS ENT.,2009-09-22 00:00:00,33075,15000,Demerara,"Savannah, Georgia",CIC BELEM,Guyana,NO MARKS,"INC., 218 SCHANCK RD., POB 6309 FREEHOLD, NEW JERSEY 07728 PH.: 732-303-6049","81 STONE AVENUE, SECTION M CAMBELLVILLE, GEORGETOWN GUYANA 91 3729 3048 3729 3084",7728,1,NC, ,40,PCS,0, ,CPERCIC249103001, , ,2491, ,BAHAMAS,00 - Consumption Category,CPER,CLIPPER AMERICAS INC,HOUSTON,TX,77042,2500 CITYWEST BLVD SUITE 500,WGM INTERNATIONAL FOREST PRODUCTS, ,DEMERARA,Durable Wood Products Inc.,2009,WGM INTERNATIONAL FOREST PRODUCTS,United States
GREENHEART LUMBER,DURABLE WOOD PRODUCTS USA INC, ,DURABLE WOOD PRODUCTS ENT.,2009-08-07 00:00:00,100826,45830,Demerara,"Philadelphia, Pennsylvania",BALTIMAR BOREAS,Guyana,PURCHASE ORDER #1929 MARKS D.W.P PO# 1929 YELLOW ENDS,"8004 NW 154 ST #198 MIAMI LAKES, FL 33016","81 STONE AVE SECTION M CAMPBELLVILLE GEORGETOWN, GUYANA",33016,1,NC, ,363,PCS,0, ,SOAIGEOGLO687001, , ,687A, ,BAHAMAS,00 - Consumption Category,SOAI,SOREIDOM,LE ROBERT, ,97231,Z1 ROBERT,DURABLE WOOD PRODUCTS USA INC, ,GEORGETOWN,Durable Wood Products Inc.,2009,DURABLE WOOD PRODUCTS USA INC.,United States
GREENHEART LUMBER R/S,DURABLE WOOD PRODUCTS, ,DURABLE WOOD PRODUCTS,2009-05-26 00:00:00,10591,4814,Point Lisas,"West Palm Beach, Florida",TROPIC CARIBE,Trinidad,GESU7557414,8004 NW 154 STREET #198 MIAMI LAKES FL 33016 US,81 STONE AVENUE SECTION M GEORGETOWN GY,33016,1,GESU7557414,22P1,71,PCS,0, ,TSCW9148263, , ,200,NA NA,SAINT VINCENT AND THE GRENADINES,00 - Consumption Category,TSCW,TROPICAL SHIPPING & CONSTRUCTION CO,WEST PALM BEACH,FL,33404-6920,5 EAST 11TH STREET, , ,"GEORGETOWN,DEMERA",Durable Wood Products Inc.,2009,DURABLE WOOD PRODUCTS USA INC.,United States
GREENHEART PILES,DURABLE WOOD PRODUCTS USA INC, ,DURABLE WOOD PRODUCTS ENT,2009-05-09 00:00:00,40700,18500,Demerara,"Philadelphia, Pennsylvania",MCP NICOSIA,Guyana,YELLOW ENDS/1652,"8004 NW 154 STREET #198 MIAMI LAKES, FL 33016",81 STONE AVE SECTION M CAMPBELLVILLE GEORGETOWN GUYANA,33016,1,NC, ,13,PCS,0, ,SOAIGEOGLO653009, , ,653, ,CYPRUS,00 - Consumption Category,SOAI,SOREIDOM,LE ROBERT, ,97231,Z1 ROBERT,DURABLE WOOD PRODUCTS USA INC, ,GEORGETOWN,Durable Wood Products Inc.,2009,DURABLE WOOD PRODUCTS USA INC.,United States
KAKARALLI PILESLENGHTS 16-35- LINEAR FEET 4610 PO# 1147,WGM INTERNATIONAL FOREST PRODUCTS I, ,DURABLE WOOD PRODUCTS ENT,2009-05-09 00:00:00,137060,62300,Demerara,"Philadelphia, Pennsylvania",MCP NICOSIA,Guyana,RED ENDS/1147/WGM,"218 SCHANCK ROAD PO BOX 6309 FREEHOLD, NJ 07728",81 STONE AVENUE SECTION M CAMPBELLVILLE GEORGETOWN GUYANA,7728,1,NC, ,190,PCS,0, ,SOAIGEOGLO653008, , ,653, ,CYPRUS,00 - Consumption Category,SOAI,SOREIDOM,LE ROBERT, ,97231,Z1 ROBERT,WGM INTERNATIONAL FOREST PRODUCTS, ,GEORGETOWN,Durable Wood Products Inc.,2009,WGM INTERNATIONAL FOREST PRODUCTS,United States
