PRODUCT DESCRIPTION,IMPORTER,IMPORTER ENTITY,SHIPPER,ARRIVAL DATE,GROSS WEIGHT (LB),GROSS WEIGHT (KG),FOREIGN PORT,US PORT,VESSEL NAME,COUNTRY OF ORIGIN,MARKS &AMP; NUMBERS,CONSIGNEE ADDRESS,SHIPPER ADDRESS,ZIP CODE,NO. OF CONTAINERS,CONTAINER NUMBER,CONTAINER TYPE,QUANTITY,QUANTITY UNIT,MEASUREMENT,MEASUREMENT UNIT,BILL OF LADING,HOUSE VS MASTER,MASTER B/L,VOYAGE NUMBER,SEAL,SHIP REGISTERED IN,IN-BOND ENTRY TYPE,CARRIER CODE,CARRIER NAME,CARRIER CITY,CARRIER STATE,CARRIER ZIP,CARRIER ADDRESS,NOTIFY PARTY,NOTIFY ADDRESS,PLACE OF RECEIPT,YEAR,SHIPPER_CLEANED,SHIPPER_COUNTRY
"26 06 14-EFPI P.O.G PINK ENDS PCS. ROUGH SAWN GREENHEART LUMBER - 5,766BM PCS. ROUGH SAWN GREENHEART LUMBER - 1,589BM 26 06 14-EFPI P.O.G BLUE ENDS PCS. ROUGH SAWN DARINA LUMBER - 592BM",EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,VARIETY WOODS & GREENHEART LTD,2014-08-06 0:00:00,47782,21719,Port Bustamante,"New York, New York",VEGA NIKOLAS,Jamaica,NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS,578 SOUND AVE PO BOX 922 WADING RIVER NY 11792 USA,"99 LALUNI ST QUEENSTOWN GEORGETOWN, GUYANA GUY",11792,1,GESU4887217,,181,CNT,0,,SMLU3760323A,,,153,301154 G1764554,LIBERIA,,SMLU,SEABOARD MARINE LTD,MIAMI,FL,33166,8001 NW 79TH AVE,EVERGREEN FOREST PRODUCTS INC,578 SOUND AVE PO BOX 922 WADING RIVER NY 11792 USA,GEORGETOWN,2014,VARIETY WOODS GREENHEART LTD,Guyana
"26 06 14-EFPI P.O.G RED ENDS PCS ROUGH SAWN TATABU LUMBER 480 BM PCS ROUGH SAWN BURADA LUMBER 480 BM 26 06 14-EFPI PCS. ROUGH SAWN KABUKALLI LUMBER 900 BM PCS. ROUGH SAWN SHIBADAN LUMBER 180 BM PCS. ROUGH SAWN GREENHEART LUMBER 4,434 BM 26 06 14-EFPI BLUE ENDS PCS. ROUGH SAWN GREENHEART LUMBER 1,515 BM",EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,VARIETY WOODS & GREENHEART LTD,2014-08-01 0:00:00,48033,21833,Port Bustamante,"New York, New York",SPICA,Jamaica,NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS,578 SOUND AVE PO BOX 922 WADING RIVER NY 11792 USA,"99 LALUNI ST QUEENSTOWN GEORGETOWN, GUYANA GUY",11792,1,CAXU8121189,,173,CNT,0,,SMLU3755135A,,,181,299867 G1764517,LIBERIA,,SMLU,SEABOARD MARINE LTD,MIAMI,FL,33166,8001 NW 79TH AVE,EVERGREEN FOREST PRODUCTS INC,578 SOUND AVE PO BOX 922 WADING RIVER NY 11792 USA,GEORGETOWN,2014,VARIETY WOODS GREENHEART LTD,Guyana
PCS ROUGH SAWN PURPLEHEART LUMBER,EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,DOODNAUTH NAIPAUL,2014-08-01 0:00:00,39210,17823,Port Bustamante,"New York, New York",SPICA,Jamaica,NO MARKS NO MARKS,578 SOUND AVE PO BOX 922 WADING RIVER NY 11792 USA,"6 HARRISON STREET GOED FORTUIN, WEST BANK DEMERARA GUY",11792,1,FCIU8408299,,151,CNT,0,,SMLU3755132A,,,181,299866 G1764504,LIBERIA,,SMLU,SEABOARD MARINE LTD,MIAMI,FL,33166,8001 NW 79TH AVE,EVERGREEN FOREST PRODUCTS INC,578 SOUND AVE PO BOX 922 WADING RIVER NY 11792 USA,GEORGETOWN,2014,DOODNAUTH NAIPAUL,Guyana
GUYANA BAROMALLI TROPICAL HARDWOOD PLYWO OD (17.55 MM T1 PLATFORM) FREIGHT COLLECT ALL LOCAL CHARGES AT DESTINATION FOR CON SIGNEE'S ACCOUNT SAID TO BE SAID TO WEIGH,EVERGREEN FOREST PRODUCTS INC.,EVERGREEN FOREST PRODUCTS INC,BARAMA COMPANY LIMITED,2014-07-31 0:00:00,26740,12155,Port Bustamante,"New York/Newark Area, Newark, New Jersey",ZIM LUANDA,Jamaica,NO MARKS NO NUMBERS,578 SOUND AVENUE WADING RIVER NY 1 1792 USA,LAND OF CANAAN EAST BANK DEMERARA GUYANA SOUTH AMERICA,,1,ZCSU8564809,4500,700,PCS,0,CF,ZIMUGTG07614,,,38E,CTA300921 ZZCK65926,MALTA,,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA,,,,EVERGREEN FOREST PRODUCTS INC.,578 SOUND AVENUE WADING RIVER NY 1 1792 USA,GEORGETOWN,2014,BARAMA COMPANY LIMITED,Guyana
PCS GREENHEART PILES 845 LINEAR FEET (CHLOROCARDIUM RODIEI),EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,TRADE LINC,2014-07-23 0:00:00,55811,25369,Port Bustamante,"New York, New York",VEGA NIKOLAS,Jamaica,NO MARKS NO MARKS NO MARKS,578 SOUND AVE PO BOX 922 WADING RIVER NY 11792 USA,"37 AREA 'Q' TURKEYEN EAST COAST DEMERARA, GUYANA GUY",11792,1,FSCU6463948,,34,CNT,0,,SMLU3747885A,,,152,299421 G1764452,LIBERIA,,SMLU,SEABOARD MARINE LTD,MIAMI,FL,33166,8001 NW 79TH AVE,BRAUNER INTERNATIONAL CORP,66 YORK ST JERSEY CITY NJ 07302-3838 USA,GEORGETOWN,2014,TRADE-LINC,Guyana
PCS 12 X 12 - 16'-20' ROUGH SAWN GREENHEART LUMBER,EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,R & H JAISINGH,2014-07-23 0:00:00,41887,19040,Port Bustamante,"New York, New York",VEGA NIKOLAS,Jamaica,NO MARKS NO MARKS,578 SOUND AVE PO BOX 922 WADING RIVER NY 11792 USA,7 - 8 SARAH JOHANNAH EAST BANK DEMERARA GUY,11792,1,FSCU9844721,,38,CNT,0,,SMLU3747889A,,,152,299442 G1764426,LIBERIA,,SMLU,SEABOARD MARINE LTD,MIAMI,FL,33166,8001 NW 79TH AVE,EVERGREEN FOREST PRODUCTS INC,578 SOUND AVE PO BOX 922 WADING RIVER NY 11792 USA,GEORGETOWN,2014,R & H JAISINGH,Guyana
GREENHEART LUMBER FREIGHT COLLECT ALL LO CAL CHARGES AT DESTINATION FOR CONSIGNEE' S ACCOUNT SAID TO BE SAID TO WEIGH,EVERGREEN FOREST PRODUCTS INC.,EVERGREEN FOREST PRODUCTS INC,SUSTAINABLE FOREST PRODUCTS INC,2014-07-11 0:00:00,17360,7891,Port Bustamante,"New York/Newark Area, Newark, New Jersey",ZIM MONACO,Jamaica,NO MARKS NO NUMBERS,P.O. BOX 922 578 SOUND AVENUE WADIN G RIVER NY 11792 USA,"C/O FARFAN & MENDES, URQUHART STREE T, GEORGETOWN, GUYANA TEL:592 22681 30 FAX:592 225 8651",11792,1,ZCSU8501360,4500,1080,PCS,0,CF,ZIMUGTG07523,,,32E,CTA298348 ZZCK65280,MALTA,,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA,,,,SAME AS CONSIGNEE,NO ADDRESS,GEORGETOWN,2014,SUSTAINABLE FOREST PRODUCTS INC,Guyana
PCS GREENHEART PILES 760 LINEAR FEET (CHLOROCARDIUM RODIEI) PCS GREENHEART PILES 869 LINEAR FEET (CHLOROCARDIUM RODIEI) PCS GREENHEART PILES 800 LINEAR FEET (CHLOROCARDIUM RODIEI),EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,TRADE LINC,2014-07-02 0:00:00,147739,67154,Port Bustamante,"New York, New York",SPICA,Jamaica,NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS,578 SOUND AVE PO BOX 922 WADING RIVER NY 11792 USA,"37 AREA -Q- TURKEYEN EAST COAST DEMERARA, GUYANA GUY",11792,3,CRXU9274340 FSCU6959265 TCNU9064070,,90,CNT,0,,SMLU3731025A,,,179,298091 G1764324 298093 G1764341 298092 G1764340,LIBERIA,,SMLU,SEABOARD MARINE LTD,MIAMI,FL,33166,8001 NW 79TH AVE,BRAUNER INTERNATIONAL CORP,66 YORK ST JERSEY CITY NJ 07302-3838 USA,GEORGETOWN,2014,TRADE-LINC,Guyana
PCS GREENHEART PILES 907 LINEAR FEET (CHLOROCARDIUM RODIEI),EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,TRADE LINC,2014-06-25 0:00:00,48604,22093,Port Bustamante,"New York, New York",VEGA NIKOLAS,Jamaica,NO MARKS NO MARKS NO MARKS,578 SOUND AVE PO BOX 922 WADING RIVER NY 11792 USA,"37 AREA -Q- TURKEYEN EAST COAST DEMERARA, GUYANA GUY",11792,1,TGHU8479978,,30,CNT,0,,SMLU3718901A,,,150,297588 G1764233,LIBERIA,,SMLU,SEABOARD MARINE LTD,MIAMI,FL,33166,8001 NW 79TH AVE,BRAUNER INTERNATIONAL CORP,66 YORK ST JERSEY CITY NJ 07302-3838 USA,GEORGETOWN,2014,TRADE-LINC,Guyana
PCS 2X4 12FT 8000BM ROUGH SAWN GREENHEART LUMBER PCS 2X4 12FT 8000BM ROUGH SAWN GREENHEART LUMBER,EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,DOODNAUTH NAIPAUL,2014-06-18 0:00:00,96027,43649,Port Bustamante,"New York, New York",SPICA,Jamaica,NO MARKS NO MARKS NO MARKS NO MARKS,578 SOUND AVE PO BOX 922 WADING RIVER NY 11792 USA,"6 HARRISON STREET GOED FORTUIN, WEST BANK DEMERARA GUY",11792,2,TGHU6431548 SMLU7867562,,2000,CNT,0,,SMLU3718207A,,,178,293052 G1764246 293053 G1764247,LIBERIA,,SMLU,SEABOARD MARINE LTD,MIAMI,FL,33166,8001 NW 79TH AVE,EVERGREEN FOREST PRODUCTS INC,578 SOUND AVE PO BOX 922 WADING RIVER NY 11792 USA,GEORGETOWN,2014,DOODNAUTH NAIPAUL,Guyana
"O5 07 14-EFPI GREEN ENDS P.O.G PCS ROUGH SAWN GREENHEART LUMBER 2,361 BM PCS ROUGH SAWN TATABU LUMBER 1,136 BM PCS ROUGH SAWN DARINA LUMBER 680 BM PCS ROUGH SAWN SHIBIDAN LUMBER 510 BM 05 02 14-EFPI GREEN ENDS P.O.G PCS ROUGH SAWN KABUKALLI LUMBER 1,152 BM PCS ROUGH SAWN BURADA LUMBER 960 BM PCS ROUGH SAWN TATBU LUMBER 720 BM PCS ROUGH SAWN DARINA LUMBER 480 BM 05 08 14-EFPI P.O.G PCS BAROMALLI PLYWOOD(1 CRATE)",EVERGREEN FOREST PRODUCTS,EVERGREEN FOREST PRODUCTS INC,VARIETY WOODS & GREENHEART LTD,2014-06-11 0:00:00,47845,21748,Port Bustamante,"New York, New York",VEGA NIKOLAS,Jamaica,NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS,578 SOUND AVENUE PO BOX 922 WADING RIVER NY 11792 USA,"99 LALUNI ST QUEENSTOWN GEORGETOWN, GUYANA GUY",11792,1,TGHU9137075,,182,CNT,0,,SMLU3710463A,,,149,292352 G1764197,LIBERIA,,SMLU,SEABOARD MARINE LTD,MIAMI,FL,33166,8001 NW 79TH AVE,EVERGREEN FOREST PRODUCTS,578 SOUND AVENUE PO BOX 922 WADING RIVER NY 11792 USA,GEORGETOWN,2014,VARIETY WOODS GREENHEART LTD,Guyana
PCS ROUND GREENHEART PILES PCS ROUND GREENHEART PILES PCS ROUND GREENHEART PILES PCS ROUND GREENHEART PILES PCS ROUND GREENHEART PILES,EVERGREEN FOREST PRODUCTS,EVERGREEN FOREST PRODUCTS INC,PARADISE WOODS,2014-06-04 0:00:00,305775,138989,Port Bustamante,"New York, New York",SPICA,Jamaica,NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS,578 SOUND AVENUE PO BOX 922 WADING RIVER NY 11792 USA,"LOT 7 HAGUE FRONT WEST COAST DEMERARA, GUYANA GUY",11792,5,TCNU9762764 BSIU9092319 SMLU7835837 TGHU7434515 SMLU7875378,,152,CNT,0,,SMLU3706572A,,,177,292080 G1616324 292083 G1616326 292081 G1616322 292079 G1616325 292082 G1616323,LIBERIA,,SMLU,SEABOARD MARINE LTD,MIAMI,FL,33166,8001 NW 79TH AVE,EVERGREEN FOREST PRODUCTS,578 SOUND AVENUE PO BOX 922 WADING RIVER NY 11792 USA,GEORGETOWN,2014,PARADISE WOODS,Guyana
PCS GREENHEART SQUARES 576BM (CHLOROCARDIUM RODIEI) PURPLEHEART 7513BM (PELTOGYNE. SPP),EVERGREEN FOREST PRODUCTS,EVERGREEN FOREST PRODUCTS INC,TRADE LINC,2014-06-04 0:00:00,44184,20084,Port Bustamante,"New York, New York",SPICA,Jamaica,NO MARKS NO MARKS NO MARKS,578 SOUND AVENUE PO BOX 922 WADING RIVER NY 11792 USA,"37 AREA -Q- TURKEYEN EAST COAST DEMERARA, GUYANA GUY",11792,1,GESU5731260,,201,CNT,0,,SMLU3708165A,,,177,292294 G1764195,LIBERIA,,SMLU,SEABOARD MARINE LTD,MIAMI,FL,33166,8001 NW 79TH AVE,EVERGREEN FOREST PRODUCTS,578 SOUND AVENUE PO BOX 922 WADING RIVER NY 11792 USA,GEORGETOWN,2014,TRADE-LINC,Guyana
GREENHEART PILES - 807 LINAR FEET (CHLOR OCARDIUM RODIEI) GREENHEART PILES - 805 LINAR FEET (CHLOR OCARDIUM RODIEI),EVERGREEN FOREST PRODUCTS INC.,EVERGREEN FOREST PRODUCTS INC,TRADE-LINC,2014-06-01 0:00:00,51900,23591,Port Bustamante,"New York/Newark Area, Newark, New Jersey",ZIM TEXAS,Jamaica,NO MARKS NO NUMBERS NO MARKS NO NUMBERS,"578 SOUND AVENUE WADING RIVER, NEW YORK 11792 U.S.A",37 AREA Q TURKEYEN EAST COAST DEME RARA GUYANA,11792,2,FSCU6837565 ZCSU8505302,4500 4500,79,PCS,0,CF,ZIMUGTG07379,,,26E,CTA292072 ZZCK60560 CTA292071 ZZCK60556,MARSHALL ISLANDS,,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA,,,,SAME AS CONSIGNEE,NO ADDRESS,GEORGETOWN,2014,TRADE-LINC,Guyana
PCS GREENHEART PILES 871 LN. FT. (CHLOROCARDIUM RODIEI) PCS GREENHEART PILES 861 LN. FT. (CHLOROCARDIUM RODIEI),EVERGREEN FOREST PRODUCTS,EVERGREEN FOREST PRODUCTS INC,TRADE LINC,2014-05-28 0:00:00,95017,43190,Port Bustamante,"New York, New York",VEGA NIKOLAS,Jamaica,NO MARKS NO MARKS NO MARKS NO MARKS,578 SOUND AVENUE PO BOX 922 WADING RIVER NY 11792 USA,"37 AREA -Q- TURKEYEN EAST COAST DEMERARA, GUYANA GUY",11792,2,SMLU7838728 TCNU9908777,,62,CNT,0,,SMLU3701275A,,,148,291772 G1764133 291771 G1764128,LIBERIA,,SMLU,SEABOARD MARINE LTD,MIAMI,FL,33166,8001 NW 79TH AVE,EVERGREEN FOREST PRODUCTS,578 SOUND AVENUE PO BOX 922 WADING RIVER NY 11792 USA,GEORGETOWN,2014,TRADE-LINC,Guyana
GREENHEART LUMBER GREENHEART LUMBER,EVERGREEN FOREST PRODUCTS INC.,EVERGREEN FOREST PRODUCTS INC,SUSTAINABLE FOREST PRODUCTS INC,2014-05-23 0:00:00,52100,23682,Port Bustamante,"New York/Newark Area, Newark, New Jersey",ZIM MONACO,Jamaica,NO MARKS NO NUMBERS NO MARKS NO NUMBERS,578 SOUND AVENUE P.O. BOX 922 WADIN G RIVER NY 11792 USA,C/O FARFAN & MENDES LTD URQUHART ST REET GEORGETOWN GUYANA TEL:592 226 8130 FAX:592 225 8651,11792,2,FSCU6530270 ZCSU8768886,4500 4500,62,PCS,0,CF,ZIMUGTG07354,,,31E,CTA291461 ZZCK60460 CTA277077 ZZCK50696,MALTA,,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA,,,,SAME AS CONSIGNEE,NO ADDRESS,GEORGETOWN,2014,SUSTAINABLE FOREST PRODUCTS INC,Guyana
PIECES SAWN GREENHEART LUMBER (4407.29) (6'X6'),EVERGREEN FOREST PRODUCTS,EVERGREEN FOREST PRODUCTS INC,SUPERIOR WOODS,2014-05-14 0:00:00,44091,20041,Port Bustamante,"New York, New York",VEGA NIKOLAS,Jamaica,NO MARKS NO MARKS,578 SOUND AVENUE PO BOX 922 WADING RIVER NY 11792 USA,"378 BLOCK 8, MON REPOS EAST COAST DEMERARA, GUYANA GUY",11792,1,TCNU9906820,,153,CNT,0,,SMLU3686457A,,,147,287673 G1764060,LIBERIA,,SMLU,SEABOARD MARINE LTD,MIAMI,FL,33166,8001 NW 79TH AVE,EVERGREEN FOREST PRODUCTS,578 SOUND AVENUE PO BOX 922 WADING RIVER NY 11792 USA,GEORGETOWN,2014,SUPERIOR WOODS,Guyana
GREENHEART PILES - 760 LN. FT (CHLOROCAR DIUM RODIEI) FREIGHT COLLECT ALL LOCAL CH ARGES AT DESTINATION FOR CONSIGNEE-S ACCO UNT SAID TO BE SAID TO WEIGH,EVERGREEN FOREST PRODUCTS INC.,EVERGREEN FOREST PRODUCTS INC,TRADE-LINC,2014-05-11 0:00:00,21240,9655,Port Bustamante,"New York/Newark Area, Newark, New Jersey",ZIM QINGDAO,Jamaica,NO MARKS NO NUMBERS,578 SOUND AVENUE P.O. BOX 922 WADIN G RIVER NY 11792 USA,37 AREA Q TURKEYEN EAST COAST DEME RARA GUYANA,11792,1,FCIU8639338,4500,38,PCS,0,CF,ZIMUGTG07286,,,45E,CTA287004 ZZCK50661,LIBERIA,,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA,,,,SAME AS CONSIGNEE,NO ADDRESS,GEORGETOWN,2014,TRADE-LINC,Guyana
PCS 40 PCS 6 X 6 16FT GREENHEART 40 PCS 6 X 6 20FT GREENHEART 10 PCS 12 X 12 16FT GREENHEART 10 PCS 12 X 12 20FT GREENHEART,EVERGREEN FOREST PRODUCTS,EVERGREEN FOREST PRODUCTS INC,DOODNAUTH NAIPAUL,2014-05-07 0:00:00,51858,23572,Port Bustamante,"New York, New York",SPICA,Jamaica,NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS,578 SOUND AVENUE PO BOX 922 WADING RIVER NY 11792 USA,"6 HARRISON STREET GOED FORTUIN, WEST BANK DEMERARA GUY",11792,1,SMLU7855010,,100,CNT,0,,SMLU3677209A,,,175,286628 G1616301,LIBERIA,,SMLU,SEABOARD MARINE LTD,MIAMI,FL,33166,8001 NW 79TH AVE,EVERGREEN FOREST PRODUCTS,578 SOUND AVENUE PO BOX 922 WADING RIVER NY 11792 USA,GEORGETOWN,2014,DOODNAUTH NAIPAUL,Guyana
ROUGH SAWN GREENHEART LUMBER FREIGHT COL LECT ALL LOCAL CHARGES AT DESTINATION FOR CONSIGNEE-S ACCOUNT SAID TO BE SAID TO W EIGH,EVERGREEN FOREST PRODUCTS INC.,EVERGREEN FOREST PRODUCTS INC,GUYANA FURNITURE MANUFACTURING,2014-05-03 0:00:00,23820,10827,Port Bustamante,"New York/Newark Area, Newark, New Jersey",ZIM RIO GRANDE,Jamaica,NO MARKS NO NUMBERS,P.O. BOX 922 578 SOUND AVENUE WADIN G RIVER NY 11792 USA,LTD 49-58 INDUSTRIAL ESTATE BETERVE RWAGTING EAST COAST DEMERARA GUYANA SOUTH AMERICA TEL:592 2208531/853,11792,1,TGHU5202887,4200,337,PCS,0,CF,ZIMUGTG07278,,,53E,CTA286492 ZZCK50608,MALTA,,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA,,,,SAME AS CONSIGNEE,NO ADDRESS,GEORGETOWN,2014,GUYANA FURNITURE MANUFACTURING,Guyana
ROUGH SAWN GREENHEART LUMBER FREIGHT COL LECT ALL LOCAL CHARGES AT DESTINATION FOR CONSIGNEE-S ACCOUNT SAID TO BE SAID TO W EIGH,EVERGREEN FOREST PRODUCTS INC.,EVERGREEN FOREST PRODUCTS INC,GUYANA FURNITURE MANUFACTURING,2014-05-03 0:00:00,23740,10791,Port Bustamante,"New York/Newark Area, Newark, New Jersey",ZIM RIO GRANDE,Jamaica,NO MARKS NO NUMBERS,P.O. BOX 922 578 SOUND AVENUE WADIN G RIVER NY 11792 USA,LTD 49-58 INDUSTRIAL ESTATE BETERVE RWAGTING EAST COAST DEMERARA GUYANA SOUTH AMERICA TEL:592 2208531/853,11792,1,ZCSU8313980,4500,195,PCS,0,CF,ZIMUGTG07280,,,53E,CTA286638 ZZCK50645,MALTA,,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA,,,,SAME AS CONSIGNEE,NO ADDRESS,GEORGETOWN,2014,GUYANA FURNITURE MANUFACTURING,Guyana
ROUGH SAWN GREENHEART LUMBER FREIGHT COL LECT ALL LOCAL CHARGES AT DESTINATION FOR CONSIGNEE-S ACCOUNT SAID TO BE SAID TO W EIGH,EVERGREEN FOREST PRODUCTS INC.,EVERGREEN FOREST PRODUCTS INC,GUYANA FURNITURE MANUFACTURING,2014-05-03 0:00:00,25600,11636,Port Bustamante,"New York/Newark Area, Newark, New Jersey",ZIM RIO GRANDE,Jamaica,NO MARKS NO NUMBERS,P.O. BOX 922 578 SOUND AVENUE WADIN G RIVER NY 11792 USA,LTD 49-58 INDUSTRIAL ESTATE BETERVE RWAGTING EAST COAST DEMERARA GUYANA SOUTH AMERICA TEL:592 2208531/853,11792,1,ZCSU7040113,4500,60,PCS,0,CF,ZIMUGTG07282,,,53E,CTA286866 ZZCK50656,MALTA,,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA,,,,SAME AS CONSIGNEE,NO ADDRESS,GEORGETOWN,2014,GUYANA FURNITURE MANUFACTURING,Guyana
ROUGH SAWN GREENHEART 3 X 10 TO 12 X 12 -14- TO 24- FREIGHT COLLECT ALL LOCAL CHA RGES AT DESTINATION FOR CONSIGNEE-S ACCOU NT SAID TO BE SAID TO WEIGH,EVERGREEN FOREST PRODUCTS INC.,EVERGREEN FOREST PRODUCTS INC,R & H JAISINGH,2014-05-03 0:00:00,23520,10691,Port Bustamante,"New York/Newark Area, Newark, New Jersey",ZIM RIO GRANDE,Jamaica,NO MARKS NO NUMBERS,578 SOUND AVENUE P.O. BOX 922 WADIN G RIVER NY 11792 USA,C/O RAMJIT & HENRY JAISINGH 10-12 S ARAH JOHANNAH EAST BANK DEMERARA GU YANA,11792,1,ZCSU8833451,4500,121,PCS,0,CF,ZIMUGTG07287,,,53E,CTA286927 ZZCK50643,MALTA,,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA,,,,SAME AS CONSIGNEE,NO ADDRESS,GEORGETOWN,2014,R & H JAISINGH,Guyana
PCS GREENHEART PILES 750 LN. FT. (CHLOROCARDIUM RODIEI),EVERGREEN FOREST PRODUCTS,EVERGREEN FOREST PRODUCTS INC,TRADE LINC,2014-04-30 0:00:00,43730,19877,Port Bustamante,"New York, New York",VEGA NIKOLAS,Jamaica,NO MARKS NO MARKS,578 SOUND AVENUE PO BOX 922 WADING RIVER NY 11792 USA,"37 AREA -Q- TURKEYEN EAST COAST DEMERARA, GUYANA GUY",11792,1,SMLU7860721,,25,CNT,0,,SMLU3676352A,,,146,286627 G1764002,LIBERIA,,SMLU,SEABOARD MARINE LTD,MIAMI,FL,33166,8001 NW 79TH AVE,EVERGREEN FOREST PRODUCTS,578 SOUND AVENUE PO BOX 922 WADING RIVER NY 11792 USA,GEORGETOWN,2014,TRADE-LINC,Guyana
ROUGH SAWN GREENHEART LUMBER FREIGHT COL LECT ALL LOCAL CHARGES AT DESTINATION FOR CONSIGNEE-S ACCOUNT SAID TO BE SAID TO W EIGH,EVERGREEN FOREST PRODUCTS INC.,EVERGREEN FOREST PRODUCTS INC,GUYANA FURNITURE MANUFACTURING,2014-04-27 0:00:00,23960,10891,Port Bustamante,"New York/Newark Area, Newark, New Jersey",ZIM LUANDA,Jamaica,NO MARKS NO NUMBERS,P.O. BOX 922 578 SOUND AVENUE WADIN G RIVER NY 11792 USA,LTD 49-58 INDUSTRIAL ESTATE BETERVE RWAGTING EAST COAST DEMERARA GUYANA SOUTH AMERICA TEL:592 2208531/853,11792,1,CLHU8417610,4500,168,PCS,0,CF,ZIMUGTG07241,,,36E,CTA288127 ZZCK57370,MALTA,,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA,,,,SAME AS CONSIGNEE,NO ADDRESS,GEORGETOWN,2014,GUYANA FURNITURE MANUFACTURING,Guyana
GREENHEART PILES - 935 LN. FT (CHLOROCAR DIUM RODIEI) FREIGHT COLLECT ALL LOCAL CH ARGES AT DESTINATION FOR CONSIGNEE-S ACCO UNT SAID TO BE SAID TO WEIGH,EVERGREEN FOREST PRODUCTS INC.,EVERGREEN FOREST PRODUCTS INC,TRADE-LINC,2014-04-27 0:00:00,21750,9886,Port Bustamante,"New York/Newark Area, Newark, New Jersey",ZIM LUANDA,Jamaica,NO MARKS NO NUMBERS,"578 SOUND AVENUE WADING RIVER, NEW YORK 11792 U.S.A",37 AREA Q TURKEYEN EAST COAST DEME RARA GUYANA,11792,1,DFSU6304431,4500,33,PCS,0,CF,ZIMUGTG07249,,,36E,CTA286192 ZZCK57357,MALTA,,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA,,,,SAME AS CONSIGNEE,NO ADDRESS,GEORGETOWN,2014,TRADE-LINC,Guyana
PURPLEHEART - 8130BM (PELTOGYNE SPP) FRE IGHT COLLECT ALL LOCAL CHARGES AT DESTINA TION FOR CONSIGNEE-S ACCOUNT SAID TO BE S AID TO WEIGH,EVERGREEN FOREST PRODUCTS INC.,EVERGREEN FOREST PRODUCTS INC,TRADE-LINC,2014-04-19 0:00:00,19300,8773,Port Bustamante,"New York/Newark Area, Newark, New Jersey",ZIM TARRAGONA,Jamaica,NO MARKS NO NUMBERS,578 SOUND AVENUE P.O. BOX 922 WADIN G RIVER NY 11792 USA,37 AREA Q TURKEYEN EAST COAST DEME RARA GUYANA,11792,1,ZCSU8893044,4500,247,PCS,0,CF,ZIMUGTG07236,,,27E,CTA288039 ZZZC927051,ISRAEL,,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA,,,,SAME AS CONSIGNEE,NO ADDRESS,GEORGETOWN,2014,TRADE-LINC,Guyana
