PRODUCT DESCRIPTION,IMPORTER,IMPORTER ENTITY,SHIPPER,ARRIVAL DATE,YEAR,GROSS WEIGHT (LB),GROSS WEIGHT (KG),FOREIGN PORT,US PORT,VESSEL NAME,COUNTRY OF ORIGIN,MARKS &AMP; NUMBERS,CONSIGNEE ADDRESS,SHIPPER ADDRESS,ZIP CODE,NO. OF CONTAINERS,CONTAINER NUMBER,CONTAINER TYPE,QUANTITY,QUANTITY UNIT,MEASUREMENT,MEASUREMENT UNIT,BILL OF LADING,HOUSE VS MASTER,MASTER B/L,VOYAGE NUMBER,SEAL,SHIP REGISTERED IN,IN-BOND ENTRY TYPE,CARRIER CODE,CARRIER NAME,CARRIER CITY,CARRIER STATE,CARRIER ZIP,CARRIER ADDRESS,NOTIFY PARTY,NOTIFY ADDRESS,PLACE OF RECEIPT,SHIPPER_CLEANED,SHIPPER_COUNTRY,ekki,greenheart,darina,tatabu,shibadan,tauroniro,garlicwood,locust,bulletwood,kabukalli,wamara,cow wood,mora,bukea,burada,eucalyptus cloeziana,tali,piles
ROUND GREENHEART PILES 1500 LIN FT LENGTHS 20FT FREIGHT COLLECT ALL LOCAL CHARGES AT DESTINATION FOR CONSIGNEE'S ACCOUNT SAID TO BE SAID TO WEIGH,WILLIAM G. MOORE & SON INC.,WILLIAM G. MOORE & SON INC,GS FOREST RESOURCES INC.,06/29/2020,2020,44070,20032,Port Bustamante,"New York/Newark Area, Newark, New Jersey",TAMPA TRADER,Jamaica,NO MARKS NO NUMBERS,"OF DELAWARE 218 SCHANCK ROAD, PO BOX 6309, FREEHOLD NEW JERSEY 07728 U.S.A","T/A REGINALD MANBODH 464 KISKADEE DRIVE, SOUTH RUIMVELDT GARDENS, GUYANA TEL:218-0085/626-7493,FAX:218-0054",7728,1,CRSU9061786,4500,75,PCS,650,CF,ZIMUGTG0015395, , ,102N,CTA518627 ZZCSB295443,SINGAPORE, ,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA, , , ,SAME AS CONSIGNEE,NO ADDRESS,GEORGETOWN - GUYA,GS Forest Resources,Guyana,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
ROUGH SAWN GREENHEART LUMBER - 7380 BM ALL DUNNAGE IS FUMIGATED WITH LUMBER IN CONTAINER AS PER SHIPPER FREIGHT COLLECT ALL LOCAL CHARGES AT DESTINATION FOR CONSIGNEE'S ACCOUNT SAID TO BE SAID TO WEIGH,WILLIAM G. MOORE & SON INC,WILLIAM G. MOORE & SON INC,VARIETY WOODS & GREENHEART LTD,06/29/2020,2020,63603,28910,Port Bustamante,"New York/Newark Area, Newark, New Jersey",TAMPA TRADER,Jamaica,NO MARKS NO NUMBERS,"OF DELAWARE 218 SCHANCK ROAD, PO BOX 6309 FREEHOLD NEW JERSEY 07728 USA TEL:732-303-6049 FAX:732-303-6075",99 LALUNI STREET QUEENSTOWN GEORGETOWN GUYANA SOUTH AMERICA,7728,1,UETU5936550,4500,170,PCS,615,CF,ZIMUGTG0015382, , ,102N,CTA516662 ZZCSB295401,SINGAPORE, ,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA, , , ,SAME AS CONSIGNEE,NO ADDRESS,GEORGETOWN - GUYA,Variety Woods & Greenheart,Guyana,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ROUND GREENHEART PILES  1231 LIN FT LENGTHS 25FT TO 29FT FREIGHT COLLECT ALL LOCAL CHARGES AT DESTINATION FOR CONSIGNEE'S ACCOUNT SAID TO BE SAID TO WEIGH,WILLIAM G. MOORE & SON INC,WILLIAM G. MOORE & SON INC,GS FOREST RESOURCES INC.,05/26/2020,2020,70724,32147,Port Bustamante,"New York/Newark Area, Newark, New Jersey",TAIPEI TRADER,Jamaica,NO MARKS NO NUMBERS,"OF DELAWARE 218 SCHANCK ROAD, PO BOX 6309 FREEHOLD, NEW JERSEY 07728 U.S.A",T/A REGINALD MANBODH 464 KISKADEE DRIVE SOUTH RUIMVELDT GARDENS GUYANA TEL:592 218 0085/ 626 7493 FAX:592 218 0054,7728,1,TCNU4555240,4500,45,PCS,897,CF,ZIMUGTG0015307, , ,96N,CTA529259 ZZCSB295355,SINGAPORE, ,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA, , , ,SAME AS CONSIGNEE,NO ADDRESS,GEORGETOWN - GUYA,GS Forest Resources,Guyana,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
GREENHEART (CHLOROCARDIUM RODIEI) LUMBER AD-DRESSED-900 PCS/11.327 M3 INVOICE 11205 GREENHEART (CHLOROCARDIUM RODIEI) LUMBER AD-ROUGH SAWN-20 PCS/5.582 M3 INVOICE 11206 FREIGHT COLLECT ALL LOCAL CHARGES AT DESTINATION FOR CONSIGNEE'S ACCOUNT SAID TO BE SAID TO WEIGH,WILLIAM G. MOORE & SON INC,WILLIAM G. MOORE & SON INC,MCVANTAGE OF GUYANA INC,05/26/2020,2020,37566,17075,Port Bustamante,"New York/Newark Area, Newark, New Jersey",TAIPEI TRADER,Jamaica,NO MARKS NO NUMBERS,"OF DELAWARE 218 SCHANCK ROAD, PO BOX 6309 FREE HOLD, NJ 07728 USA","BLOCK X MAIN ROAD, COVERDEN EAST BANK DEMERARA GUYANA",7728,1,ZIMU1147490,2200,920,PCS,597,CF,ZIMUGTG0015320, , ,96N,CTA529283 ZZCSB295351,SINGAPORE, ,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA, , , ,WILLIAM G. MOORE & SON INC,"OF DELAWARE 218 SCHANCK ROAD, PO BOX 6309 FREE HOLD, NJ 07728 USA",GEORGETOWN - GUYA,McVantage of Guyana,Guyana,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ROUND GREENHEART PILES - 863 LF 35'-39' LENGTHS FREIGHT COLLECT ALL LOCAL CHARGES AT DESTINATION FOR CONSIGNEE'S ACCOUNT SAID TO BE SAID TO WEIGH,WILLIAM G. MOORE & SON INC,WILLIAM G. MOORE & SON INC,VARIETY WOODS & GREENHEART LTD,05/26/2020,2020,57738,26245,Port Bustamante,"New York/Newark Area, Newark, New Jersey",TAIPEI TRADER,Jamaica,NO MARKS NO NUMBERS,"OF DELAWARE 218 SCHANCK ROAD, PO BOX 6309 FREEHOLD NEW JERSEY 07728 USA TEL:732-303-6049 FAX:732-303-6075",99 LALUNI STREET QUEENSTOWN GEORGETOWN GUYANA SOUTH AMERICA,7728,1,ZCSU7006891,4500,23,PCS,562,CF,ZIMUGTG0015305, , ,96N,CTA529279 ZZCSB295382,SINGAPORE, ,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA, , , ,SAME AS CONSIGNEE,NO ADDRESS,GEORGETOWN - GUYA,Variety Woods & Greenheart,Guyana,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
115 PIECES ROUGH SAWN GREENHEART LUMBER -6672BM 40 PIECES ROUGH SAWN SHIBADAN LUMBER-640BM FREIGHT COLLECT ALL LOCAL CHARGES AT DESTINATION FOR CONSIGNEE'S ACCOUNT SAID TO BE SAID TO WEIGH,WILLIAM G. MOORE & SON INC,WILLIAM G. MOORE & SON INC,VARIETY WOODS & GREENHEART LIMITED,05/18/2020,2020,60891,27678,Port Bustamante,"New York/Newark Area, Newark, New Jersey",TAMPA TRADER,Jamaica,NO MARKS NO NUMBERS,"OF DELAWARE 218 SCHANCK ROAD, PO BOX 6309 FREEHOLD NEW JERSEY 07728 USA TEL:732-303-6049 FAX:732-303-6075",99 LALUNI STREET QUEENSTOWN GEORGETOWN GUYANA SOUTH AMERICA,7728,1,TCNU5092330,4500,155,PCS,609,CF,ZIMUGTG0015293, , ,99N,CTA528510 ZZCSB295317,SINGAPORE, ,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA, , , ,SAME AS CONSIGNEE,NO ADDRESS,GEORGETOWN - GUYA,Variety Woods & Greenheart,Guyana,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
ROUND GREENHEART PILES  1214 LIN FT LENGTHS 30FT TO 34FT FREIGHT COLLECT ALL LOCAL CHARGES AT DESTINATION FOR CONSIGEE'S ACCOUNT SAID TO BE SAID TO WEIGH,WILLIAM G. MOORE & SON INC,WILLIAM G. MOORE & SON INC,GS FOREST RESOURCES INC.,03/24/2020,2020,58466,26575,Port Bustamante,"New York/Newark Area, Newark, New Jersey",RHL AGILITAS,Jamaica,NO MARKS NO NUMBERS,"OF DELAWARE 218 SCHANCK ROAD, PO BOX 6309 FREEHOLD NEW JERSEY 07728 USA","T/A REGINALD MANBODH 464 KISKADEE DRIVE, SOUTH RUIMVELDT GARDENS, GUYANA TEL: 5922180085, FAX:5922180054",7728,1,TGBU5477922,4500,36,PCS,768,CF,ZIMUGTG0015160, , ,39N,CTA517889 ZZCSB298220,LIBERIA, ,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA, , , ,SAME AS CONSIGNEE,NO ADDRESS,GEORGETOWN - GUYA,GS Forest Resources,Guyana,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
113 PIECES ROUGH SAWN DARINA LUMBER-2624BM 37 PIECES ROUGH SAWN SHIBADAN LUMBER-976BM 210 PIECES ROUGH SAWN GREENHEART LUMBER-3626BM FREIGHT COLLECT ALL LOCAL CHARGES AT DESTINATION FOR CONSIGNEE'S ACCOUNT SAID TO BE SAID TO WEIGH,WILLIAM G. MOORE & SON INC,WILLIAM G. MOORE & SON INC,VARIETY WOODS & GREENHEART LTD,03/02/2020,2020,60097,27317,Port Bustamante,"New York/Newark Area, Newark, New Jersey",HANSA MEERSBURG,Jamaica,NO MARKS NO NUMBERS,"OF DELAWARE 218 SCHANCK ROAD, PO BOX 6309 FREEHOLD, NEW JERSEY 07728 U.S.A TEL:732-303-6049 FAX:732-303-6075",99 LALUNI STREET QUEENSTOWN GEORGETOWN GUYANA SOUTH AMERICA,7728,1,ZCSU7014808,4500,360,PCS,602,CF,ZIMUGTG0015125, , ,16N,CTA516549 ZZCSB296105,GEORGIA, ,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA, , , ,SAME AS CONSIGNEE,NO ADDRESS,GEORGETOWN - GUYA,Variety Woods & Greenheart,Guyana,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
EKKI HARDWOOD HS CODE440726 EKKI HARDWOOD HS CODE440726 EKKI HARDWOOD HS CODE440726,WILLIAM G. MOORE & SON INC,WILLIAM G. MOORE & SON INC,WIJMA KAMPEN B.V.,02/19/2020,2020,114316,51962,Rotterdam,"New York/Newark Area, Newark, New Jersey",EVER LIFTING,Netherlands,NO MARKS NO MARKS NO MARKS,218 SCHANCK ROAD FREEHOLD NJ 07728 US,HAATLANDHAVEN 3 KAMPEN 8263 NL,7728,3,OOCU7676370 OOLU8057735 OOLU8287743, ,21,BDL,0, ,RSECUSNYC0020152,H,OOLU2111111740,031W,A008195 A008223 A008210,UNITED KINGDOM, ,RSEC,ROSE CONTAINERLINE INC,NEW YORK,NY,10001,259 WEST 30TH ST 12TH FL,WILLIAM G. MOORE & SON INC,218 SCHANCK ROAD,ROTTERDAM NETHERL,Wijma Kampen B.V.,Netherlands,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
EKKI HARDWOOD HS CODE 440729,WILLIAM G. MOORE & SON INC,WILLIAM G. MOORE & SON INC,WIJMA KAMPEN B.V.,01/05/2020,2020,38544,17520,Rotterdam,"New York/Newark Area, Newark, New Jersey",CHACABUCO,Netherlands,NO MARKS,218 SCHANCK ROAD FREEHOLD NJ 07728 US,HAATLANDHAVEN 3 KAMPEN 8260 NL,7728,1,ACLU9748477, ,6,BDL,0, ,RSECUSNYC0010082,H,ACLUSA00472401,520,A005265,LIBERIA, ,RSEC,ROSE CONTAINERLINE INC,NEW YORK,NY,10001,259 WEST 30TH ST 12TH FL,WILLIAM G. MOORE & SON INC,218 SCHANCK ROAD,ROTTERDAM NETHERL,Wijma Kampen B.V.,Netherlands,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ROUGH SAWN GREENHEART LUMBER 7024 BM FREIGHT COLLECT ALL LOCAL CHARGES AT DESTINATION FOR CONSIGNEE'S ACCOUNT SAID TO BE SAID TO WEIG,WILLIAM G. MOORE & SON INC.,WILLIAM G. MOORE & SON INC,VARIETY WOODS & GREENHEART LIMITED,12/16/2019,2019,56680,25764,Port Bustamante,"New York/Newark Area, Newark, New Jersey",RHL AGILITAS,Jamaica,NO MARKS NO NUMBERS,"OF DELAWARE 218 SCHANCK ROAD, P.O BOX 6309 FREEHOLD, NEW JERSEY 07728 USA",99 LALUNI STREET QUEENSTOWN GEORGETOWN GUYANA,7728,1,ZCSU7101163,4500,138,PCS,585,CF,ZIMUGTG14910, , ,32N,CTA528840 ZZCSB283141,LIBERIA, ,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA, , , ,SAME AS CONSIGNEE,TEL:732-303-6049 FAX:732-303-6075,GEORGETOWN - GUYA,Variety Woods & Greenheart,Guyana,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"ROUND GREENHEART PILES  1207 LIN FT, LENGTHS 35FT TO 37FT FREIGHT COLLECT ALL LOCAL CHARGES AT DESTINATION FOR CONSIGNEE'S ACCOUNT SAID TO BE SAID TO WEIGH",WILLIAM G. MOORE & SON INC. OF,WILLIAM G. MOORE & SON INC,GS FOREST RESOURCES,12/16/2019,2019,65124,29602,Port Bustamante,"New York/Newark Area, Newark, New Jersey",RHL AGILITAS,Jamaica,NO MARKS NO NUMBERS,"DELAWARE 218 SCHANCK ROAD, PO BOX 6309, FREHOLD NEW JERSEY 07728 U.S.A","T/A REGINALD MANBODH 464 KISKADEE DRIVE, SOUTH RUIMVELDT GARDENS, GUYANA TEL:2180085,6267493,FAX:2180054",7728,1,ZCSU8835069,4500,33,PCS,782,CF,ZIMUGTG14961, , ,32N,CTA540413 ZZCSB280234,LIBERIA, ,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA, , , ,SAME AS CONSIGNEE,NO ADDRESS,GEORGETOWN - GUYA,GS Forest Resources,Guyana,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
ROUND GREENHEART PILES  1146 LIN FT LENGTHS 30FT TO 33FT FREIGHT COLLECT ALL LOCAL CHARGES AT DESTINATION FOR CONSIGNEE'S ACCOUNT SAID TO BE SAID TO WEIGH,WILLIAM G. MOORE & SON INC. OF,WILLIAM G. MOORE & SON INC,GS FOREST RESOURCES INC.,12/02/2019,2019,57430,26105,Port Bustamante,"New York/Newark Area, Newark, New Jersey",RHL AGILITAS,Jamaica,NO MARKS NO NUMBERS,"DELAWARE 218 SCHANCK ROAD, PO BOX 6309 FREEHOLD,NEW JERSEY 07728 USA","T/A REGINALD MANBODH 464 KISKADEE DRIV, SOUTH RUIMVELDT GARDENS, GUYANA TEL:5922180085,6267493,FAX:2180054",7728,1,ZCSU7052407,4500,35,PCS,750,CF,ZIMUGTG14881, , ,31N,CTA528084 ZZCSB281132,LIBERIA, ,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA, , , ,SAME AS CONSIGNEE,NO ADDRESS,GEORGETOWN - GUYA,GS Forest Resources,Guyana,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
. 16 BUNDLES AZOBE(LOPHIRA ALATA) FREIGHT COLLECT,WILLIAM G MOORE SON INC,WILLIAM G. MOORE & SON INC,COMPAGNIE FORESTIERE DE KRIBI SA,10/27/2019,2019,84942,38610,Valencia,"New York/Newark Area, Newark, New Jersey",VIENNA EXPRESS,Spain,OT 72040 OT 72040,218 SCHANCK ROAD PO BOX 6309 FREEHOLD TE UNITED STATES,(CFK SA). BP 53 KRIBI X, ,2,TCLU3327865 TGHU1507846,2200 2200,16,PCS,0,CM,CMDUDLO0131645B, , ,0MR3Y,G5988253 G5988255,GERMANY, ,CMDU,COMPAGNIE MARITIME D-AFFRETEMENT,NORFOLK,VA,23502,5701 LAKE WRIGHT DR,WILLIAM G MOORE SON INC,218 SCHANCK ROAD PO BOX 6309 FREEHOLD,KRIBI,Compagnie Forestière de Kribi SA,Cameroon,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
16 BUNDLES AZOBE(LOPHIRA ALATA) FREIGHT COLLECT 16 BUNDLES AZOBE(LOPHIRA ALATA) FREIGHT COLLECT,WILLIAM G MOORE SON INC,WILLIAM G. MOORE & SON INC,COMPAGNIE FORESTIERE DE KRIBI SA,10/27/2019,2019,86453,39297,Valencia,"New York/Newark Area, Newark, New Jersey",VIENNA EXPRESS,Spain,OT 72044 OT 72044,218 SCHANCK ROAD PO BOX 6309 FREEHOLD TE US,BP 53 KRIBI X, ,2,DFSU2101586 ECMU1685895,2200 2200,16,PCS,0,CM,CMDUDLO0131674, , ,0MR3Y,G5975047 G5975007,GERMANY, ,CMDU,COMPAGNIE MARITIME D-AFFRETEMENT,NORFOLK,VA,23502,5701 LAKE WRIGHT DR,WILLIAM G MOORE SON INC,218 SCHANCK ROAD PO BOX 6309 FREEHOLD,KRIBI,Compagnie Forestière de Kribi SA,Cameroon,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"ROUGH SAWN GREENHEART LUMBER 6,920BM FREIGHT COLLECT ALL LOCAL CHARGES AT DESTINATION FOR CONSIGNEE'S ACCOUNT SAID TO BE SAID TO WEIG","WILLIAM G. MOORE & SON, INC",WILLIAM G. MOORE & SON INC,VARIETY WOODS & GREENHEART LIMITED,10/22/2019,2019,57981,26355,Port Bustamante,"New York/Newark Area, Newark, New Jersey",RHL AGILITAS,Jamaica,NO MARKS NO NUMBERS,"OF DELAWARE 218 SCHANCK ROAD, P.O BOX 6309, FREEHOLD, NEW JERSEY 07728 USA",99 LALUNI STREET QUEENSTOWN GEORGETOWN GUYANA,7728,1,ZCSU8995848,4500,128,PCS,576,CF,ZIMUGTG14771, , ,28N,CTA525153 ZZCSB279323,LIBERIA, ,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA, , , ,SAME AS CONSIGNEE,TEL:732-303-6049 FAX: 732-303-6075,GEORGETOWN - GUYA,Variety Woods & Greenheart,Guyana,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"ROUGH SAWN GREENHEART LUMBER 6,880BM FREIGHT COLLECT ALL LOCAL CHARGES AT DESTINATION FOR CONSIGNEE'S ACCOUNT SAID TO BE SAID TO WEIGH",WILLIAM G. MOORE & SON INC.,WILLIAM G. MOORE & SON INC,VARIETY WOODS & GREENHEART LIMITED,10/22/2019,2019,53858,24481,Port Bustamante,"New York/Newark Area, Newark, New Jersey",RHL AGILITAS,Jamaica,NO MARKS NO NUMBERS,"OF DELAWARE 218 SCHANCK ROAD, P.O BOX 6309 FREEHOLD, NEW JERSEY 07728 USA",99 LALUNI STREET QUEENSTOWN GEORGETOWN GUYANA,7728,1,ZCSU7104753,4500,86,PCS,573,CF,ZIMUGTG14782, , ,28N,CTA525154 ZZCSB279321,LIBERIA, ,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA, , , ,SAME AS CONSIGNEE,TEL: 732-303-6049 FAX: 732-303-6075,GEORGETOWN - GUYA,Variety Woods & Greenheart,Guyana,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
100 PIECES ROUGH SAWN GREENHEART LUMBER 5136BM 120 PIECES ROUGH SAWN KABUKALLI LUMBER 2000BM FREIGHT COLLECT ALL LOCAL CHARGES AT DESTINATION FOR CONSIGNEE'S ACCOUNT SAID TO BE SAID TO WEIGH,WILLIAM G. MOORE & SON INC.,WILLIAM G. MOORE & SON INC,VARIETY WOODS & GREENHEART LIMITED,10/22/2019,2019,56923,25874,Port Bustamante,"New York/Newark Area, Newark, New Jersey",RHL AGILITAS,Jamaica,NO MARKS NO NUMBERS,"OF DELAWARE 218 SCHANCK ROAD, P.O BOX 6309 FREEHOLD, NEW JERSEY 07728 USA",99 LALUNI STREET QUEENSTOWN GEORGETOWN GUYANA,7728,1,TCNU8603500,4500,220,PCS,594,CF,ZIMUGTG14783, , ,28N,CTA525155 ZZCSB279322,LIBERIA, ,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA, , , ,SAME AS CONSIGNEE,TEL: 732-303-6049 FAX: 732-303-6075,GEORGETOWN - GUYA,Variety Woods & Greenheart,Guyana,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
FREIGHT COLLECT AZOBE(LOPHIRA ALATA),WILLIAM G MOORE SON INC,WILLIAM G. MOORE & SON INC,COMPAGNIE FORESTIERE DE KRIBI SA,10/20/2019,2019,43028,19558,Valencia,"New York/Newark Area, Newark, New Jersey",CMA CGM NABUCCO,Spain,OT 72040,218 SCHANCK ROAD PO BOX 6309 FREEHOLD TE UNITED STATES,(CFK SA). BP 53 KRIBI X, ,1,TGHU1241268,2200,8,PCS,0,CM,CMDUDLO0131645A, , ,0MR3W,G5988258,FRANCE, ,CMDU,COMPAGNIE MARITIME D-AFFRETEMENT,NORFOLK,VA,23502,5701 LAKE WRIGHT DR,WILLIAM G MOORE SON INC,218 SCHANCK ROAD PO BOX 6309 FREEHOLD,KRIBI,Compagnie Forestière de Kribi SA,Cameroon,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
(30' - 34') ROUND GREENHEART PILES (929 LINEAL FEET) FREIGHT COLLECT ALL LOCAL CHARGES AT DESTINATION FOR CONSIGNEE'S ACCOUNT SAID TO BE SAID TO WEIGH,WILLIAM G. MOORE & SON INC,WILLIAM G. MOORE & SON INC,VARIETY WOODS & GREENHEART LIMITED,10/07/2019,2019,59723,27147,Port Bustamante,"New York/Newark Area, Newark, New Jersey",RHL AGILITAS,Jamaica,NO MARKS NO NUMBERS,"218 SCHANCK ROAD, SUITE # 2 PO BOX 6309 FREEHOLD, NEW JERSEY 07728 USA",99 LALUNI STREET QUEENSTOWN GEORGETOWN GUYANA,7728,1,BSIU9705257,4500,29,PCS,598,CF,ZIMUGTG14701, , ,27N,CTA520393 ZZCSB284698,LIBERIA, ,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA, , , ,SAME AS CONSIGNEE,NO ADDRESS,GEORGETOWN - GUYA,Variety Woods & Greenheart,Guyana,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
ROUGH SAWN GREENHEART LUMBER- 7236BM FREIGHT COLLECT ALL LOCAL CHARGES AT DESTINATION FOR CONSIGNEE'S ACCOUNT SAID TO BE SAID TO WEIG,WILLIAM G. MOORE & SON INC,WILLIAM G. MOORE & SON INC,VARIETY WOODS & GREENHEART LIMITED,09/23/2019,2019,57849,26295,Port Bustamante,"New York/Newark Area, Newark, New Jersey",RHL AGILITAS,Jamaica,NO MARKS NO NUMBERS,"OF DELAWARE 218 SCHANCK ROAD, PO BOX 6309, FREEHOLD NEW JERSEY 07728, USA TEL:7323036049 FAX:7323036075",99 LALUNI STREET QUEENSTOWN GEORGETOWN GUYANA, ,1,CAIU9227506,4500,129,PCS,602,CF,ZIMUGTG14659, , ,26N,CTA511447 ZZCSB287764,LIBERIA, ,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA, , , ,SAME AS CONSIGNEE,NO ADDRESS,GEORGETOWN - GUYA,Variety Woods & Greenheart,Guyana,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
EKKI HARDWOOD HS CODE 4402729 EKKI HARDWOOD HS CODE 4402729 EKKI HARDWOOD HS CODE 4402729 EKKI HARDWOOD HS CODE 4402729,WILLIAM G. MOORE & SON INC,WILLIAM G. MOORE & SON INC,WIJMA KAMPEN B.V.,08/12/2019,2019,152491,69314,Rotterdam,"New York/Newark Area, Newark, New Jersey",COSCO PHILIPPINES,Netherlands,NO MARKS NO MARKS NO MARKS NO MARKS,218 SCHANCK ROAD FREEHOLD NJ 07728 US,HAATLANDHAVEN 3 KAMPEN 8260 NL,7728,4,OOLU9897669 OOCU7274977 OOLU9676185 OOCU7026414, ,26,BDL,0, ,RSECUSNYC9070545,H,OOLU2108015130,011W,A005266 A005268 A005269 A005267,HONG KONG, ,RSEC,ROSE CONTAINERLINE INC,NEW YORK,NY,10001,259 WEST 30TH ST 12TH FL,WILLIAM G. MOORE & SON INC,218 SCHANCK ROAD,ROTTERDAM NETHERL,Wijma Kampen B.V.,Netherlands,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
EKKI HARDWOOD HS CODE 440729 EKKI HARDWOOD HS CODE 440729 EKKI HARDWOOD HS CODE 440729 EKKI HARDWOOD HS CODE 440729,WILLIAM G. MOORE & SON INC,WILLIAM G. MOORE & SON INC,WIJMA KAMPEN B.V.,07/23/2019,2019,169180,76900,Rotterdam,"New York/Newark Area, Newark, New Jersey",SEATRADE RED,Netherlands,NO MARKS NO MARKS NO MARKS NO MARKS,218 SCHANCK ROAD FREEHOLD NJ 07728 US,HAATLANDHAVEN 3 KAMPEN 8260 NL,7728,4,CMAU7021421 BMOU4012125 TLLU5202187 TRLU7342912,4500 4500 4500 4500,29,BDL,0, ,RSECUSNYC9070085,H,CMDURTM9122619,0RP4,12365 A005270 A005258 A005257 A005256,LIBERIA, ,RSEC,ROSE CONTAINERLINE INC,NEW YORK,NY,10001,259 WEST 30TH ST 12TH FL,WILLIAM G. MOORE & SON INC,218 SCHANCK ROAD,ROTTERDAM NETHERL,Wijma Kampen B.V.,Netherlands,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HS CODE 440729 EKKI HARDWOOD,WILLIAM G. MOORE & SON INC,WILLIAM G. MOORE & SON INC,WIJMA KAMPEN B.V.,07/15/2019,2019,42988,19540,Rotterdam,"New York/Newark Area, Newark, New Jersey",EVER LIFTING,Netherlands,NO MARKS,218 SCHANCK ROAD FREEHOLD NJ 07728 US,HAATLANDHAVEN 3 KAMPEN 8260 NL,7728,1,FSCU9619295, ,8,BDL,0, ,RSECUSNYC9070097,H,OOLU2107622330,025W,A005255,UNITED KINGDOM, ,RSEC,ROSE CONTAINERLINE INC,NEW YORK,NY,10001,259 WEST 30TH ST 12TH FL,WILLIAM G. MOORE & SON INC,OF DELAWARE,ROTTERDAM NETHERL,Wijma Kampen B.V.,Netherlands,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ROUND GREENHEART PILES,WILLIAM G MOORE & SON INC OF,WILLIAM G. MOORE & SON INC,VARIETY WOODS & GREENHEART LIMITED,06/17/2019,2019,383007,174094,All Other Guyana Ports,"Providence, Rhode Island",OSLO BULK 3,Guyana,NO MARKS,"DELAWARE, 218 SCHANCK ROAD PO BOX 6309 FREEHOLD NJ 07728 US",99 LALUNI STREET QUEENSTOWN GEORGETOWN GY,7728,1,NC, ,138,PCS,0,CF,OBUKOB305061901, , ,125, ,SINGAPORE, ,OBUK, , , , , ,WILLIAM G MOORE & SON INC OF,"DELAWARE, 218 SCHANCK ROAD PO BOX 6309 FREEHOLD NJ 07728 US", ,Variety Woods & Greenheart,Guyana,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
